Date	Time	Samples	Channel0	Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7
2021-07-13	11:23:10:144	95	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:10:247	96	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:10:350	97	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:10:453	98	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7404	1.7434
2021-07-13	11:23:10:557	99	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:10:663	100	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:10:766	101	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:10:870	102	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:10:973	103	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7404	1.7383
2021-07-13	11:23:11:076	104	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:11:180	105	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:11:283	106	1.7511	0.0031	1.7489	1.7393	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:11:388	107	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:11:490	108	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7404	1.7434
2021-07-13	11:23:11:592	109	1.7511	0.0031	1.7438	1.7444	1.7466	1.7429	1.7455	1.7434
2021-07-13	11:23:11:694	110	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:11:797	111	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:11:899	112	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:001	113	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:103	114	1.7511	-0.0021	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:206	115	1.7511	0.0031	1.7438	1.7393	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:12:309	116	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:412	117	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:516	118	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:619	119	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7383
2021-07-13	11:23:12:722	120	1.7511	0.0031	1.7489	1.7444	1.7466	1.7429	1.7455	1.7434
2021-07-13	11:23:12:825	121	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:12:929	122	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:13:032	123	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:13:135	124	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:13:239	125	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7404	1.7383
2021-07-13	11:23:13:342	126	1.7511	-0.0021	1.7438	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:13:445	127	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:13:548	128	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:13:651	129	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:13:755	130	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:13:858	131	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:13:961	132	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:064	133	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:167	134	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:270	135	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:14:374	136	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7404	1.7383
2021-07-13	11:23:14:477	137	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:14:580	138	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:683	139	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:14:786	140	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:889	141	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:14:992	142	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:15:095	143	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:15:199	144	1.7511	0.0031	1.7438	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:15:302	145	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:15:405	146	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:15:508	147	1.7511	0.0031	1.7438	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:15:611	148	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:15:715	149	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:15:818	150	1.7511	0.0031	1.7489	1.7496	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:15:921	151	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:024	152	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:16:128	153	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:231	154	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:16:334	155	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:437	156	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:540	157	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7404	1.7434
2021-07-13	11:23:16:644	158	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:747	159	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:850	160	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:16:953	161	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:17:056	162	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:17:159	163	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7404	1.7383
2021-07-13	11:23:17:263	164	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:17:366	165	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:17:469	166	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:17:572	167	1.7511	-0.0021	1.7489	1.7444	1.7466	1.748	1.7455	1.7383
2021-07-13	11:23:17:675	168	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:17:779	169	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:17:882	170	1.7511	-0.0021	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:17:985	171	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:18:088	172	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:18:191	173	1.7511	0.0031	1.7438	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:18:295	174	1.7511	0.0031	1.7438	1.7444	1.7518	1.748	1.7455	1.7434
2021-07-13	11:23:18:398	175	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:18:501	176	1.7511	0.0031	1.7489	1.7444	1.7466	1.748	1.7455	1.7434
2021-07-13	11:23:18:604	177	1.7511	0.0031	1.7489	1.7444	1.7518	1.748	1.7455	1.7434
